x_p,y_p,x_c,y_c,dx_pixel,dy_pixel,sigma_x2,sigma_y2
8.956928096726294,10.915920724556592,11.374063630161405,5.835793437390017,-2.4171355334351112,5.080127287166575,19.36366525303627,16.14504295513282
10.945544854377275,11.399441423930552,10.954280816715437,11.415121206477401,-0.00873596233816265,-0.015679782546849097,21.990981299365867,27.004706119549237
11.374031916430225,5.835799495105354,8.956929836213272,10.91594693389196,2.417102080216953,-5.0801474387866055,19.363680862740175,16.14490611557672
8.956948265726634,10.91622944367403,11.373690060550691,5.835865606424903,-2.4167417948240573,5.080363837249127,19.363849509871887,16.143434106693377
8.95694835825707,10.916230857629085,11.373688347470587,5.835865939005176,-2.416739989213516,5.080364918623909,19.363850470785756,16.14342686517317
7.750384707255956,7.7808716290657465,7.7342906521740264,7.768924035142603,0.01609405508192996,0.011947593923143707,23.137219188519957,23.80877825219566
10.954084939087625,11.414759827967842,10.945746582476273,11.399793760446297,0.008338356611352182,0.014966067521545057,21.99101332191654,27.004714624700394
11.373706015281572,5.835862466925091,8.956947426286705,10.916216255164908,2.416758588994867,-5.080353788239817,19.363841655173626,16.143502696337045
11.374072460347334,5.835791762400683,8.956927606078994,10.91591343707254,2.41714485426834,-5.080121674671856,19.36366088157068,16.14508101665832
11.37403548172669,5.835798918494311,8.956929603878677,10.915944019478927,2.4171058778480123,-5.080145100984615,19.363679123155432,16.14492167561333
11.374038034794577,5.835798373226669,8.956929481685204,10.915941896937595,2.4171085531093723,-5.080143523710926,19.363677937727367,16.144932654347162
7.734377901397905,7.768983263475744,7.750304800837624,7.780806811504816,-0.01592689943971859,-0.011823548029072484,23.137211241812498,23.808789065621152
