name,x,y,mag,counts
N/A,2.0908,442.44,N/A,N/A
N/A,2.3644,459.89,N/A,N/A
N/A,2.3248,476.32,N/A,N/A
N/A,2.5965,535.0,N/A,N/A
N/A,2.4197,544.19,N/A,N/A
N/A,2.6434,555.79,N/A,N/A
N/A,2.2951,583.52,N/A,N/A
N/A,2.4726,605.88,N/A,N/A
N/A,2.5936,611.64,N/A,N/A
N/A,2.903,629.15,N/A,N/A
N/A,2.614,644.53,N/A,N/A
N/A,2.312,656.13,N/A,N/A
N/A,2.335,663.92,N/A,N/A
N/A,2.8287,696.34,N/A,N/A
N/A,2.3924,704.1,N/A,N/A
N/A,2.5639,711.89,N/A,N/A
N/A,2.3912,726.74,N/A,N/A
N/A,2.6296,748.97,N/A,N/A
N/A,2.8658,755.57,N/A,N/A
N/A,3.3686,815.06,N/A,N/A
N/A,2.5683,829.83,N/A,N/A
N/A,2.6236,843.33,N/A,N/A
N/A,2.3592,863.51,N/A,N/A
N/A,2.7486,870.66,N/A,N/A
N/A,3.466,898.26,N/A,N/A
N/A,2.5139,918.24,N/A,N/A
N/A,2.5043,943.28,N/A,N/A
N/A,3.0225,952.99,N/A,N/A
N/A,2.9081,957.87,N/A,N/A
N/A,2.3799,969.3,N/A,N/A
N/A,2.4595,1028.0,N/A,N/A
N/A,2.276,1032.4,N/A,N/A
N/A,2.2273,1037.6,N/A,N/A
N/A,1261.3,1037.3,N/A,N/A
N/A,695.07,987.46,N/A,-2506.0
N/A,1219.2,1036.5,N/A,-23210.0
N/A,208.19,1036.6,N/A,-25930.0
N/A,11.215,1036.8,N/A,-26610.0
N/A,122.28,1036.9,N/A,-30410.0
N/A,7.9851,1037.5,N/A,-32830.0
N/A,421.06,1037.1,N/A,-33190.0
N/A,212.61,1037.0,N/A,-34620.0
N/A,335.46,1037.1,N/A,-34660.0
N/A,1237.9,1037.2,N/A,-35390.0
N/A,779.86,1037.2,N/A,-35600.0
N/A,885.11,1037.1,N/A,-35760.0
N/A,292.58,1037.1,N/A,-35840.0
N/A,961.12,1037.1,N/A,-35940.0
N/A,1179.7,1037.2,N/A,-35990.0
N/A,606.06,1037.5,N/A,-36600.0
N/A,1232.1,1037.3,N/A,-36620.0
N/A,698.17,1037.4,N/A,-36660.0
N/A,1046.0,1037.5,N/A,-36670.0
N/A,204.85,1037.1,N/A,-36730.0
N/A,52.607,1037.2,N/A,-36780.0
N/A,1036.9,1037.6,N/A,-36940.0
N/A,326.16,1037.4,N/A,-37070.0
N/A,487.16,1037.2,N/A,-37080.0
N/A,662.1,1037.3,N/A,-37160.0
N/A,153.96,1037.5,N/A,-37390.0
N/A,1032.0,1037.4,N/A,-37600.0
N/A,55.762,1037.3,N/A,-37730.0
N/A,766.88,1037.6,N/A,-37820.0
N/A,861.83,1037.5,N/A,-37820.0
N/A,643.76,1037.2,N/A,-37890.0
N/A,751.18,1037.3,N/A,-37910.0
N/A,757.91,1037.6,N/A,-37980.0
N/A,1071.0,1037.6,N/A,-38000.0
N/A,355.37,1037.1,N/A,-38070.0
N/A,1176.0,1037.6,N/A,-38110.0
N/A,1087.1,1037.3,N/A,-38180.0
N/A,570.84,1037.4,N/A,-38190.0
N/A,520.06,1037.2,N/A,-38300.0
N/A,533.87,1037.5,N/A,-38420.0
N/A,313.03,1037.5,N/A,-38480.0
N/A,1256.0,1037.6,N/A,-38480.0
N/A,61.904,1037.7,N/A,-38500.0
N/A,22.855,1037.4,N/A,-38500.0
N/A,979.42,1037.6,N/A,-38560.0
N/A,1244.0,1037.5,N/A,-38580.0
N/A,491.87,1037.4,N/A,-38590.0
N/A,579.99,1037.5,N/A,-38610.0
N/A,1079.8,1037.3,N/A,-38640.0
N/A,1173.0,1037.5,N/A,-38650.0
N/A,1009.8,1037.4,N/A,-38680.0
N/A,139.13,1037.3,N/A,-38700.0
N/A,632.09,1037.4,N/A,-38730.0
N/A,77.036,1037.3,N/A,-38750.0
N/A,474.91,1037.6,N/A,-38790.0
N/A,933.0,1037.6,N/A,-38800.0
N/A,83.905,1037.3,N/A,-38810.0
N/A,274.41,1037.2,N/A,-38860.0
N/A,1024.1,1037.5,N/A,-39000.0
N/A,386.2,1037.6,N/A,-39040.0
N/A,1213.0,1037.4,N/A,-39210.0
N/A,237.02,1037.4,N/A,-39420.0
N/A,1135.0,1037.2,N/A,-39440.0
N/A,331.17,1037.5,N/A,-39470.0
N/A,739.22,1037.3,N/A,-39480.0
N/A,589.1,1037.3,N/A,-39540.0
N/A,428.98,1037.4,N/A,-39570.0
N/A,1092.2,1037.3,N/A,-39580.0
N/A,34.76,1037.4,N/A,-39690.0
