name,x,y,mag,counts
N/A,4833.3,4150.9,N/A,N/A
N/A,4871.3,4151.1,N/A,N/A
N/A,4892.9,4151.4,N/A,N/A
N/A,4913.5,4151.3,N/A,N/A
N/A,4927.2,4151.3,N/A,N/A
N/A,4936.1,4151.0,N/A,N/A
N/A,4947.1,4151.1,N/A,N/A
N/A,4964.2,4151.2,N/A,N/A
N/A,4974.0,4151.0,N/A,N/A
N/A,4980.8,4151.4,N/A,N/A
N/A,5006.1,4151.1,N/A,N/A
N/A,5014.4,4151.3,N/A,N/A
N/A,5034.6,4151.0,N/A,N/A
N/A,5059.2,4150.9,N/A,N/A
N/A,3023.1,4154.2,N/A,N/A
N/A,1280.0,4151.3,N/A,N/A
N/A,1297.7,4151.0,N/A,N/A
N/A,1196.5,4151.2,N/A,N/A
N/A,1337.3,4151.3,N/A,N/A
N/A,1253.9,4150.9,N/A,N/A
N/A,1285.7,4151.0,N/A,N/A
N/A,1269.6,4151.2,N/A,N/A
