x_p,y_p,x_c,y_c,dx_pixel,dy_pixel,sigma_x2,sigma_y2
9.126487359769998,10.436955993897811,12.007509424199931,4.462778333755231,-2.881022064429933,5.974177660142581,21.103108022398825,19.512222074916874
9.126487987527089,10.436957400553261,12.00750599933661,4.4627770671988785,-2.8810180118095214,5.974180333354383,21.103113434765866,19.51221130458527
12.007497768398087,4.462773888556857,9.126489534909206,10.436960751713155,2.881008233488881,-5.974186863156298,21.103126545779563,19.512185265234578
9.12648838259233,10.43695817816268,12.007504039486069,4.462776203209008,-2.881015656893739,5.974181974953672,21.1031166617641,19.51220505488683
9.126486904629592,10.43695487603563,12.00751207734932,4.4627791658572535,-2.8810251727197276,5.974175710178376,21.103103966839193,19.512230445147324
9.126494931024522,10.436973189481002,12.007467696042378,4.462763331523131,-2.880972765017855,5.97420985795787,21.103173312485474,19.512090364781862
12.007505549159546,4.462776898938241,9.126488069046985,10.436957587657355,2.881017480112561,-5.974180688719114,21.103114207951712,19.512209915522288
12.007498427316856,4.462774248752076,9.12648938861,10.436960497496715,2.881009038706855,-5.974186248744639,21.103125390413243,19.512187413953477
12.007510810078914,4.462778651289262,9.126487151593734,10.436955385569913,2.88102365848518,-5.974176734280651,21.10310604939603,19.51222648428297
9.126489057929833,10.436959661290116,12.007500405090438,4.462774836874392,-2.881011347160605,5.974184824415724,21.103122354078884,19.5121935323248
9.126489551621678,10.43696092087109,12.00749744006718,4.4627739505025765,-2.8810078884455024,5.974186970368514,21.103126839599295,19.512184215399323
12.00748303272791,4.462768758662914,9.12649216894794,10.43696685894789,2.880990863779969,-5.974198100284976,21.103149487867356,19.51213880728087
