star,a,b,sigma_x2,sigma_y2,x,y
N/A,42.67911031378896,507.387689728137,21.9968480681541,110.46203519664029,4013.6,13.877
N/A,76.80281237772947,502.9296922188243,21.25194249039106,86.85347502924289,2307.1,21.704
N/A,232.5388490492672,524.2033272498453,22.206083158264907,102.84791446258149,2876.3,23.054
N/A,57.96972330848849,487.55563614765634,34.807711681513844,108.08827492188776,1707.6,29.127
N/A,38.201328347481244,502.314253268221,22.776078674673116,88.17516929882896,3253.9,34.247
N/A,36.00226086910546,506.0323342961779,18.520197707972407,97.73119628938457,3375.4,69.631
N/A,215.76909984783063,501.6047843275689,29.277345338123556,61.440412336951645,316.23,68.792
N/A,38.49619216953475,503.796236517643,20.796086817673718,88.01607564088962,3374.4,72.821
N/A,270.43344972357625,480.68633637697866,34.84432235944471,100.31994060810011,1223.9,101.66
N/A,33.458314989660906,504.97120042933324,20.158714428842117,86.2118498535816,3401.8,152.94
N/A,38.372084606107386,499.56266315634065,26.933195688079,101.00459528411744,3399.9,156.89
N/A,69.1582089802559,512.2061666481079,23.469297959155107,89.73608883214644,3897.3,171.65
N/A,38.791391683936546,503.7560080643514,26.309079479633915,102.73983582103098,3993.1,182.59
N/A,26.396711731406626,506.5033270637092,25.06098700451425,91.96987513145191,4243.3,215.02
N/A,46.70917632022607,495.11390237159503,26.355327469632435,88.00234817528532,2562.6,221.67
N/A,87.82424081502506,501.9803717936929,23.080115664285348,76.13171982774178,2150.1,239.0
N/A,44.24607920246851,503.6015281355035,21.320839279732525,76.97911341363681,3286.0,252.05
N/A,592.024634594756,573.4103115649568,21.75417411742754,76.92572846206087,3678.2,258.26
N/A,100.8616344252759,508.3367597215488,22.227979811621662,86.64384243479566,3428.3,266.65
N/A,42.64013489812417,492.97743426384517,27.19086813730135,79.62840788778848,2158.6,294.1
N/A,213.59070919863643,523.9167046572883,22.351148951434755,84.7161628583767,3476.4,307.05
N/A,31.364395810696486,488.022454296367,34.02095927587619,68.8322310140277,1080.9,328.78
N/A,133.30036520098943,506.328181802534,22.643481223805537,72.01220178192547,2258.1,350.23
N/A,28.703101039217984,487.1866753317904,31.22112816111597,62.774061320025844,622.4,356.07
N/A,147.4828520500479,517.049833094897,23.08179297058007,75.74325297529359,3887.1,375.33
N/A,33.36927667972416,506.78024773599174,27.059802954203693,76.5832832211788,4913.3,379.23
N/A,98.28720324660831,518.1749413415715,27.209458464168893,75.99674871109956,5056.8,388.75
N/A,273.4554474310869,526.1278678297102,23.611376258233953,78.53924546387411,3835.2,386.55
N/A,145.39188537808073,494.2050908712379,28.71822152966057,72.78657325602076,1415.7,392.84
N/A,3235.3187780166154,724.3946465225839,23.45776059665168,78.95531642391839,3010.5,398.72
N/A,41.36786608610038,493.17888576801914,28.021368952918362,65.6791820910308,1152.3,403.26
N/A,608.7434027307975,536.5856859022211,24.974330455716874,80.84542216013027,2434.5,405.15
N/A,39.438063028882866,502.43031363552205,23.496101634202084,61.12496942633842,3553.2,409.02
N/A,55.589933392697674,492.96835120691384,26.342727105719856,54.75686051127937,623.74,414.35
