star,a,b,sigma_x2,sigma_y2,x,y
GSC06892-00078,23.36309616760534,500.3812859223153,15.937942549331,18.45093529435318,2563.9,3117.0
GSC06892-00038,19.869009168626363,501.786916470936,17.25883263177961,19.450619388296737,3798.2,3662.9
GSC06892-00359,18.598415367565575,504.91415000648004,15.22704778886649,23.60559700725914,2834.7,1971.2
N/A,18.26434659138316,491.9771544626849,22.82272920129888,22.085704992007756,746.47,4091.2
GSC06892-00783,19.967079799827964,495.8190375576273,16.115230212299053,19.210600361643486,2078.5,4104.0
N/A,15.82699050885532,502.8014961494462,21.528682144320804,19.742792499634664,4500.3,3767.5
N/A,17.832654950220128,496.6283500630072,15.763266486515048,18.18751078790793,529.18,2824.7
N/A,16.842380955177433,496.58420860034465,16.32805096245747,20.59017274752331,1661.6,3423.7
N/A,16.133001617162805,502.2447898289731,18.41668249487266,19.529928926615376,4169.9,3581.3
GSC06892-00645,14.025847205375971,497.95289458517965,17.16057985792541,20.92511822515596,703.08,2059.3
GSC06892-00799,16.460661585563862,501.36058793062864,14.573253907451333,19.36105831657366,2943.4,3051.7
N/A,15.982850364858018,498.1986448068897,15.740932267132637,17.38636863746384,1643.3,2929.5
N/A,14.474254003814034,496.11557658220914,15.818497532878721,17.875824549059754,1679.1,3755.8
N/A,14.26751430244514,498.9383296867174,15.944055457464586,17.756645895642674,2084.1,3076.2
N/A,633226.8947757704,-632730.2865774152,109221582.29109356,777608.0440227148,1372.3,4151.3
N/A,9432.352135597226,-8936.24832957917,1109720.768177645,14476.77926037834,1214.4,4150.9
N/A,512927.6993693997,-512430.8724660179,34470241.919168815,612110.9122286576,1202.6,4151.4
N/A,596963.6465093003,-596466.7140379086,31620703.23420174,699004.0878719771,1225.8,4151.3
N/A,491801.661850182,-491304.48126569897,68987208.0784797,580163.8197701583,1240.5,4151.0
N/A,504359.1222821114,-503862.32647609885,80577740.66252959,600425.265683754,1347.3,4151.1
N/A,21058.68833793012,-20563.121052416744,2470716.476926573,25165.531470011512,632.99,4151.0
N/A,988652.1456289911,-988157.3796703714,119378393.86263426,1158884.9872637277,291.01,4151.4
N/A,699026.8702441647,-698531.4857950667,80333814.85559966,837837.0104971961,761.91,4151.0
N/A,20062.70585682755,-19566.7464600135,1961125.5450039888,24320.50168440375,1116.3,4151.2
N/A,30042.607525569892,-29549.173523097896,3491599.517235832,36046.631048304575,40.337,4151.1
N/A,295212.90758529387,-294718.1327589524,17181257.27640863,350841.312903481,282.25,4151.2
N/A,20043.0442839669,-19549.71531075808,1961997.3771519945,24392.75994034223,92.707,4151.0
N/A,596461.1625862842,-595964.5440051146,30128602.70298712,704100.7784224154,1139.4,4151.3
N/A,20765.93014945888,-20271.552044048385,2030115.27674755,24685.30637502781,238.46,4151.4
N/A,545077.7425324186,-544582.5303977304,63224579.51325121,668078.3867129035,490.53,4151.1
N/A,117348.59754371915,-116853.01882264405,18703758.060154445,137953.14521076594,896.57,4151.2
N/A,502221.0407392585,-501726.91742714745,20063712.04338697,603327.9849430888,136.19,4151.1
N/A,692132.2862763769,-691636.2039846682,54648964.07283828,823137.168275141,1041.7,4151.2
N/A,252889.1480292793,-252396.39959978344,14314698.880269535,408668.35258326214,61.311,4150.9
N/A,352463.88123126765,-351970.091157494,51722207.98106432,414953.4311489181,117.07,4151.3
N/A,-24.928550312547113,515.3528191636509,23011632.40694325,-65.9722994226133,790.45,4151.2
N/A,556983.0755999058,-556487.1993648469,68950963.86215481,653407.7161267184,871.65,4151.3
N/A,31365.65462722607,-30870.903097268507,3904691.525265816,39420.91400986106,695.23,4151.4
N/A,62364.99106566496,-61870.0461096165,8902867.271515073,76673.94467749371,325.67,4151.4
N/A,1412439.5617321478,-1411944.4286383947,190089055.87789875,1731650.7693060364,685.51,4151.1
N/A,369005.89454306377,-368510.1470292435,17210817.01345587,447149.58121171925,805.38,4151.2
N/A,375924.6288901854,-375431.7281581272,34407761.93394536,612082.371771997,183.34,4150.9
N/A,63879.035441288266,-63383.13659262988,9176807.008129966,77536.93884591549,530.49,4151.1
N/A,14560.797128799904,-14065.949803447824,2025506.8371884956,23280.012465749092,816.53,4150.6
N/A,812670.7451862895,-812176.336309872,91742181.87622291,972775.0876215077,247.2,4151.2
N/A,21945.430930835148,-21450.588877086448,3105974.1399425305,34270.935541308136,777.06,4150.9
N/A,73510.40914220348,-73015.07382324991,10512798.775115287,86258.63586272685,458.22,4151.2
N/A,357018.43069366005,-356523.0010073563,17248487.593004853,552350.111671924,561.01,4150.9
N/A,934509.4115419033,-934013.1267737894,66174232.397124395,1100918.9800091807,1053.3,4151.3
N/A,845657.4991760401,-845162.0471763448,34465957.80057427,1008032.4964135471,389.5,4151.0
N/A,80296.73851995819,-79800.21118043263,11868861.609517416,92987.44226348365,568.11,4151.2
N/A,557859.9700111075,-557363.870863706,92067976.5834679,659925.3564031915,990.34,4151.0
N/A,599758.0742411539,-599261.9519254636,69029106.98724473,722870.6140360873,1024.8,4151.0
N/A,770917.1896972397,-770422.1784995921,49804172.91451103,1220133.561431749,543.53,4150.9
N/A,23749.425185927415,-23253.05583772613,2375575.7749737347,28746.787017942264,1081.0,4151.2
N/A,287491.18448959343,-286976.57299916976,1154075.829576052,430777.5133165157,3192.8,4148.7
N/A,23653.251348557653,-23157.288255016727,2243500.4586376976,27583.744604110067,884.98,4151.1
N/A,621393.8542296325,-620898.7941092455,80440400.05831532,726424.1590647622,371.04,4151.1
N/A,428713.59002082504,-428218.69951386785,92167424.11640686,511183.40026716725,270.09,4151.0
N/A,24862.932066593017,-24369.000078445475,3279085.8336761044,29532.675771046474,175.66,4151.0
N/A,33407.56021463237,-32912.90446432883,6168568.163640719,52132.11605816622,795.53,4150.9
N/A,10670.910796035658,-10175.811463447653,966374.8993019729,12596.346494021538,417.7,4151.4
N/A,11290.480916110422,-10793.967073138303,1030975.2514638177,13546.742295839236,1146.9,4151.3
N/A,1374611.9391796594,-1374116.1740892343,115155097.85768239,1639614.939936094,906.82,4151.0
N/A,4768.007206256211,-4274.777634954728,480042.2815520063,7336.207517310039,128.21,4150.9
N/A,11159.32318771354,-10664.634805985112,1094382.919399469,13237.326218982846,255.53,4151.2
N/A,54546.10773769112,-54050.79611172808,7160329.916258596,63699.17303647326,441.22,4151.2
N/A,742952.2135111153,-742458.9717176213,108939509.70014283,892102.6324475997,31.486,4151.0
N/A,12521.932690537711,-12028.706118553884,1113562.952147419,15122.169142035445,50.483,4151.0
N/A,344792.9500054807,-344298.10596047627,46012995.610486574,423674.3356515056,333.25,4151.2
N/A,2398.397255968201,-1899.060180221069,233933.33778136966,3727.892158186653,14.542,4150.8
N/A,66402.8478347728,-65907.08456170872,9542152.339672683,77800.8091443262,646.83,4151.6
N/A,125512.129856967,-125015.55439347272,34531853.51240768,147895.29074489715,510.43,4151.1
N/A,502339.7990727359,-501844.16889445373,14352267.971441919,781140.9138609833,516.92,4150.9
N/A,695644.76309557,-695149.5232097544,115062641.83021697,856159.9319746639,672.98,4151.2
N/A,48477.19293772379,-47981.28786642364,7667396.385211379,58769.97859680463,1034.9,4151.2
N/A,25070.24935761483,-24574.09937540023,2590054.756871661,29664.15718564791,1129.3,4151.2
N/A,715702.2807979805,-715207.3689896947,30126026.88311582,1122852.2541096418,429.29,4150.7
N/A,47452.39679103994,-46957.144550019984,6570537.8517612,56848.26466379458,655.73,4151.3
N/A,70251.83096896313,-69755.15996405916,9634440.283372294,80301.03995002036,1166.3,4151.1
N/A,474658.60276980826,-474162.922498003,80594565.78308223,557313.9293669339,976.46,4151.1
N/A,645941.2053572799,-645446.2038733064,126520298.91616303,768320.5885087516,829.23,4151.0
N/A,22068.63275069338,-21573.381772544835,2155062.769665306,26738.704263235813,734.31,4151.3
N/A,44760.97475164257,-44265.27452835522,7891806.754034509,68562.3241349694,1177.9,4150.9
N/A,305553.47453162126,-305056.95850048604,22997928.671835136,368558.92995400005,1107.1,4151.2
N/A,10638.332851400079,-10143.137623107355,982265.4079793378,12338.101792328744,449.87,4151.0
N/A,60958.36068313083,-60463.25081242564,8696861.920241518,74581.08852039187,603.32,4151.4
N/A,524740.9269226796,-524245.7290705603,74733606.22333482,621570.1236261511,745.08,4151.0
N/A,503650.3955387667,-503155.8205771443,51821317.88794234,605643.6651390224,218.03,4151.2
N/A,989423.0020884955,-988929.5059658788,91857534.21919186,1227608.603321856,107.37,4151.2
N/A,32777.621099623706,-32282.659621636,6750968.903396067,51773.75324732544,837.52,4150.9
N/A,65060.651310201814,-64566.9241770536,8888197.149150118,78233.40034415448,76.941,4151.2
N/A,20720.10085470816,-20225.127817212127,1974791.5566869543,24954.912348414036,400.45,4151.1
N/A,31941.43607764084,-31444.888314661097,3517823.007736579,37178.39038669682,1184.1,4151.0
N/A,22223.01734639438,-21728.133167718282,2667642.2898845198,26420.959954947433,411.19,4151.4
N/A,49709.514033982116,-49212.555792369385,7600952.015769502,59357.50832283824,965.82,4151.2
N/A,12841.910316921507,-12347.716474880432,1168247.82995092,15493.518116162126,200.99,4151.0
N/A,20810.893254610794,-20315.271105618525,2067606.5196786788,24735.280638995908,594.29,4151.5
N/A,33757.07701158111,-33260.23695586974,4050214.0889368714,40254.65597262468,1412.3,4151.5
N/A,25574.66018631258,-25077.733924976586,3273999.898952579,30093.226818843355,1460.0,4151.0
N/A,1136058.6050561485,-1135561.5806009078,172378466.3841463,1347805.0787057646,1473.7,4151.2
N/A,259659.81972688978,-259162.36759716683,48498802.763419956,304775.28333775885,1492.9,4151.1
N/A,202251.67442097454,-201755.29001232798,46602057.4371128,313264.3359221933,1501.7,4150.9
N/A,1991760.1620341423,-1991262.3600379883,50277939.15713053,2368590.123014475,1516.3,4151.2
N/A,105645.5864789787,-105148.07185797526,15687708.575962482,124445.61973189222,1535.2,4151.0
N/A,259803.7059572465,-259307.28011685895,20111750.48679881,418961.5568337569,1543.0,4150.9
N/A,10158.25344601192,-9661.475419686054,1082691.1209615304,15746.499729052657,1554.4,4150.9
N/A,30926.66949237579,-30428.622077886557,3334153.7725856435,35909.86787689084,1562.0,4151.0
N/A,673516.017612223,-673018.2504389938,25922319.98170113,818284.0921747445,1585.0,4151.1
N/A,12796.863892584945,-12299.1704205832,1160995.1430122817,15144.259531559483,1600.5,4151.3
N/A,481539.73175918206,-481041.9064129061,16539607.164322736,570817.2075065991,1606.3,4151.0
N/A,34793.42926471559,-34295.430302771136,4350742.568584005,41205.691278505874,1613.7,4151.2
N/A,850684.7503638072,-850188.4382457763,161147057.64876533,1365912.157762398,1627.8,4150.9
N/A,1608956.389743206,-1608459.070120826,149774325.66927323,1944690.5088237086,1633.6,4151.0
N/A,53019.77318302297,-52521.891810869696,7537254.046332275,61669.44429317488,1641.6,4151.1
N/A,591441.776629077,-590944.0591482046,91957604.09183602,681168.1509116642,1653.9,4151.2
N/A,543587.53847564,-543089.8518959472,28841528.96641387,650193.567851408,1665.2,4151.1
N/A,71527.38788475635,-71029.75588048069,11370466.571078245,84494.14392002334,1678.3,4151.2
N/A,25222.370899820864,-24724.585759136364,3080940.3501242143,29064.985351549843,1685.7,4151.0
N/A,22161.49117317506,-21663.421223048506,2105761.135457096,25377.76547242398,1695.7,4151.2
N/A,756962.6915151867,-756464.6993672019,126930778.17860144,880290.4597687207,1705.0,4151.0
N/A,557080.6091747523,-556583.493101908,103691900.6688744,865932.3805978443,1714.0,4150.9
N/A,25829.931979449164,-25332.11907812464,3247022.9169181376,30475.023855387037,1729.4,4151.1
N/A,20350.30997103654,-19852.016788059704,1926278.97631284,24005.075380472037,1754.2,4151.3
N/A,371241.29917337495,-370743.2582098345,25953532.153870072,449938.81727960374,1762.3,4151.2
N/A,883809.048807926,-883311.1971260577,34474509.36933609,1082762.0834973645,1781.0,4151.4
N/A,18325.98939715438,-17827.85904937034,1977365.0916960621,21451.945659080047,1792.0,4151.3
N/A,664168.0201463888,-663670.0599591101,37419082.30731406,780691.5000636744,1802.0,4151.2
N/A,13683.857345608281,-13185.851746201033,1200841.4512233678,15903.092163601174,1824.9,4151.2
N/A,1200566.7134345623,-1200068.5028235319,126802477.83594413,1398756.504841555,1837.8,4151.1
N/A,537663.3962947769,-537165.3329237842,34615971.074391924,638017.3282284199,1850.0,4151.2
N/A,511742.7592938928,-511244.22919475485,46123848.67192527,593847.3121036182,1866.2,4151.0
N/A,844232.0618613332,-843733.2282795517,51886610.59451339,974520.4757959817,1873.0,4151.2
N/A,544604.6126708902,-544106.1585524386,104056148.56985432,640976.7005145915,1888.8,4151.2
N/A,1407765.717651642,-1407267.1498156097,121211867.45092711,1660918.8544890715,1901.8,4151.2
N/A,618207.2962549706,-617708.9107285236,34655068.42168658,712799.4456129442,1923.3,4151.1
N/A,12433.675499406534,-11935.243972354016,1114407.3075379778,14560.37459313172,1929.2,4151.0
N/A,10823.207101903998,-10324.252702652106,1010978.0307153832,12085.051640008609,1944.1,4151.3
N/A,1197502.1881882339,-1197003.2693666162,57597603.82996079,1376269.3711600972,1965.0,4151.5
N/A,64838.22970608927,-64339.869252142606,10242273.402289983,77450.48933322086,1993.4,4151.0
N/A,-19.91288147179927,514.0705175425948,67841457.68600173,-60.24677110649475,2004.5,4151.2
N/A,642083.7810048269,-641584.829561002,54655883.30548325,751399.3353594072,2018.4,4151.3
N/A,121421.07997503756,-120921.89950806144,24282155.17909114,138259.39069788193,2030.7,4151.1
N/A,30432.63685829371,-29933.818504252147,3457877.6595281106,36027.836089960234,2039.0,4151.1
N/A,641372.0301511637,-640873.3957229271,57563161.42934152,762656.7759809415,2046.3,4151.1
N/A,49507.77061305523,-49009.11087438276,7998028.656001972,57318.70264376851,2061.8,4151.1
N/A,401241.46284769167,-400743.37347630266,31683369.514695138,634397.0848150605,2081.1,4150.8
N/A,22352.317830728563,-21853.294603445895,2130685.4236757876,25997.674606123765,2091.0,4151.2
N/A,478966.71639204095,-478467.53309460817,80714443.92183708,555425.72867091,2100.0,4151.2
N/A,116599.39351938189,-116100.36229030445,23147761.312948275,135704.43762164327,2118.9,4151.3
N/A,22325.28625638066,-21826.289441926816,2113521.665285907,26102.130702756607,2128.2,4151.0
N/A,570471.9761700309,-569972.161680451,150695247.43717948,659132.6793875074,2156.8,4151.1
N/A,1065827.7510566637,-1065328.1137747194,57739783.24873502,1249963.354186631,2167.5,4151.0
N/A,494951.59777324577,-494451.7906641459,9340456.745622033,574524.6688393662,2197.0,4151.1
N/A,5982.283923568828,-5483.692544696404,611409.9409951327,9123.002162313178,2202.9,4150.9
N/A,602093.7040580568,-601595.0563520713,23041514.398358878,928089.1272797987,2213.5,4150.8
N/A,1061709.9581916481,-1061210.6532583456,253916357.35614958,1241097.9144117022,2219.7,4151.1
N/A,85164.31299195316,-84664.58489543949,11092822.72671633,99707.55790532765,2231.4,4151.0
N/A,293389.1633399262,-292890.01566069835,81391989.2699767,458135.58345757326,2241.9,4150.9
N/A,1849775.07306721,-1849274.7347233272,98292186.51947664,2137760.397151251,2252.1,4151.1
N/A,833303.4258314823,-832803.4676139277,138537801.2910059,961303.2734889183,2277.8,4151.2
N/A,554341.8658994384,-553842.5213245188,40459814.570579946,838333.5234568105,2301.5,4150.9
N/A,376346.7969042835,-375846.1992148252,52079531.551327854,440337.5253645322,2332.0,4151.0
N/A,636736.2112464568,-636235.5394392264,23094293.168057933,742648.8073733147,2335.5,4151.3
N/A,727158.6326616467,-726659.3312340137,47647667.077541694,1127794.462845179,2352.3,4150.9
N/A,539094.2689192536,-538594.0116427063,57774313.360951014,636464.0136938165,2369.6,4151.2
N/A,674210.8486163466,-673710.6034187975,43255235.729858115,781575.6772762195,2390.0,4151.2
N/A,622951.2152343527,-622451.0434805757,80796942.65085302,717154.755288718,2396.5,4151.1
N/A,58464.979603743246,-57964.58942403602,5530229.066617769,65881.58401659808,2403.4,4151.3
N/A,1208057.5207233017,-1207557.4608240707,65992278.097064815,1357611.2691424238,2417.2,4151.6
N/A,483195.89225333114,-482695.12633592135,60710834.775648355,549286.8382207117,2440.8,4151.2
N/A,46475.32277681853,-45975.00144707517,6082847.000843369,52895.819556350674,2481.9,4151.4
N/A,926978.4785964711,-926478.1301977225,104143067.31733744,1078550.4379672518,2493.4,4151.1
N/A,9241.71042251195,-8742.788059639493,1001293.7732213311,14609.88371055251,2503.9,4150.8
N/A,265777.9745452117,-265278.19178531907,60910229.17983784,313085.3999232907,2514.7,4151.3
N/A,20073.551153696233,-19573.437477296957,2013797.5999649572,23477.352398785715,2527.8,4151.4
N/A,809373.2460595726,-808874.0522749306,54823870.81354675,1274540.953835476,2538.0,4150.9
N/A,34000.35630032731,-33501.262670515935,5972433.933441652,52626.40715696159,2548.7,4150.7
N/A,139219.40629563472,-138718.63250170523,23951653.899432674,158114.9113210199,2581.8,4151.1
N/A,100301.01640470844,-99800.73218905256,13695927.88391927,117747.24131786026,2589.4,4151.0
N/A,543262.1687616225,-542761.5950140876,25891115.954953905,652992.2634290456,2604.0,4151.4
N/A,1105266.1021993714,-1104765.22424007,231471486.48615345,1264425.8166835061,2654.4,4151.1
N/A,1132430.15175258,-1131929.387017527,75133047.59847145,1276744.6240323272,2671.3,4151.1
N/A,621937.4631499696,-621436.7180936877,139780459.4782493,712955.3013239764,2683.8,4151.2
